Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_scaled,Attrition_encoded,Income_per_Year,Tenure_Ratio
59.0,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171.0,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,-0.06286216972076226,0,369.35714285714283,0.42857142857142855
36.0,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692.0,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,-0.5411011576897733,0,284.0,0.8461538461538461
48.0,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559.0,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,-0.9074600308262774,0,319.875,0.125
27.0,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517.0,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,-0.9210408540140383,0,419.5,0.8333333333333334
29.0,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.0,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,0.40664628905611677,0,946.1428571428571,0.8571428571428571
34.0,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,2585.0,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,-0.8990528545671873,0,861.6666666666666,0.3333333333333333
33.0,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380.0,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,0.9747773924107838,0,761.8181818181819,0.8181818181818182
19.0,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994.0,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,-0.7668015049530389,0,1497.0,0.5
23.0,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1223.0,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,-1.3394595493702928,0,611.5,0.5
25.0,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,1118.0,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,-1.3734116073396951,1,559.0,0.5
26.0,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875.0,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,-0.8052805039850283,0,319.44444444444446,0.8888888888888888
55.0,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577.0,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,2.655242585429682,0,387.9142857142857,0.9428571428571428
21.0,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2625.0,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,-0.8861187372455102,1,875.0,0.6666666666666666
34.0,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,4538.0,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,-0.2675445763363025,0,907.6,0.6
59.0,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512.0,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,1.6641658456561736,0,404.3076923076923,0.34615384615384615
34.0,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444.0,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,-0.2979397520422437,0,277.75,0.6875
28.0,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154.0,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,-1.0384179687082582,0,359.0,0.6666666666666666
34.0,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490.0,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8,-0.28306551712231504,0,299.3333333333333,0.6666666666666666
35.0,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,3506.0,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,-0.6012448032355718,0,701.2,0.6
42.0,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,2372.0,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,-0.9679270293051179,0,124.84210526315789,0.05263157894736842
43.0,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single,4903.5,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,-0.14935907930947792,0,204.3125,0.875
36.0,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410.0,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,0.014419181276258453,0,284.7368421052632,0.8421052631578947
44.0,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978.0,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5,0.8447895133279287,1,725.2727272727273,0.9090909090909091
28.0,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867.0,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,-0.484514394407436,0,1289.0,0.6666666666666666
51.0,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838.0,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,-0.8172445625075796,0,315.3333333333333,0.7777777777777778
30.0,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695.0,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,-0.21677816584871984,0,426.8181818181818,0.7272727272727273
29.0,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339.0,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,-0.6552447430535738,1,303.54545454545456,0.6363636363636364
28.0,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,2080.0,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2,-1.0623460857533609,0,346.6666666666667,0.5
25.0,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096.0,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,-1.05717243882469,0,698.6666666666666,0.6666666666666666
32.0,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,Sales Executive,4,Married,6209.0,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,0.2727781747767587,0,564.4545454545455,0.9090909090909091
58.0,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,1,Male,88,3,1,Research Scientist,3,Divorced,2372.0,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2,-0.9679270293051179,0,790.6666666666666,0.6666666666666666
32.0,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883.0,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,-0.15598781443683743,1,443.90909090909093,0.9090909090909091
39.0,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,3904.0,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,-0.47255033588488465,1,557.7142857142857,0.7142857142857143
30.0,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627.0,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,-0.23876616529557093,0,420.6363636363636,0.8181818181818182
36.0,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094.0,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,0.5589455205188647,0,644.9090909090909,0.6363636363636364
46.0,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423.0,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,-0.6280830966780518,0,311.1818181818182,0.6363636363636364
28.0,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674.0,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,0.42313728864125505,0,606.7272727272727,0.8181818181818182
40.0,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single,4903.5,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,-0.14935907930947792,1,490.35,0.5
52.0,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,Single,8446.0,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,0.996118685991551,1,767.8181818181819,0.7272727272727273
30.0,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916.0,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,2.11815336364704,0,1191.6,0.9
39.0,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534.0,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,-0.2688379880684702,0,453.4,0.8
31.0,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852.0,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,1.4507529098485012,0,895.6363636363636,0.9090909090909091
41.0,No,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,Sales Executive,2,Single,6151.0,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,0.25402370466032687,0,307.55,0.95
31.0,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,2302.0,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,-0.9905617346180529,1,575.5,0.75
44.0,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married,2362.0,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,-0.9711605586355372,1,214.72727272727272,0.2727272727272727
40.0,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544.0,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0,-0.5889573917799786,0,506.2857142857143,0.5714285714285714
34.0,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500.0,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6,1.013579744375815,0,772.7272727272727,0.8181818181818182
40.0,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,98,3,2,Research Scientist,4,Single,4661.0,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,-0.22777216557214539,0,466.1,0.9
41.0,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103.0,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,-0.40820310220954104,0,373.0,0.8181818181818182
35.0,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single,4249.0,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,-0.3609935739854196,0,424.9,0.9
51.0,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,Divorced,14026.0,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10,2.8004280523655076,0,412.52941176470586,0.9705882352941176
38.0,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893.0,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,0.49395158097743724,0,574.4166666666666,0.5833333333333334
34.0,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,Sales Executive,1,Single,6125.0,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,0.24561652840123677,0,556.8181818181819,0.9090909090909091
25.0,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669.0,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2,-0.5485382751497376,0,458.625,0.375
58.0,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,3,Female,53,2,3,Manufacturing Director,1,Married,10008.0,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9,1.501195967403042,1,312.75,0.3125
40.0,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387.0,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3,-0.963076735309489,0,298.375,0.5
36.0,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,4639.0,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,-0.2348859300990678,0,257.72222222222223,0.8333333333333334
48.0,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,4,Male,54,3,3,Manufacturing Director,4,Single,7898.0,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,0.8189212786845745,0,658.1666666666666,0.8333333333333334
27.0,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,2534.0,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,-0.9155438541523256,0,422.3333333333333,0.16666666666666666
51.0,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,4,Female,82,2,4,Manufacturing Director,2,Single,13142.0,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,2.5145840595564435,0,438.06666666666666,0.16666666666666666
18.0,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,4,Female,97,3,1,Laboratory Technician,4,Single,1611.0,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,-1.213998611350025,0,1611.0,0.0
35.0,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363.0,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0,-0.0007784065767121492,0,487.54545454545456,0.8181818181818182
27.0,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,5071.0,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,-0.09519746302495503,0,563.4444444444445,0.6666666666666666
55.0,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,4,4,Sales Executive,3,Single,13695.0,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,2.6933982315286293,1,547.8,0.76
56.0,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,4,Male,68,3,4,Manufacturing Director,2,Married,13402.0,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9,2.598655822147345,0,394.1764705882353,0.5588235294117647
34.0,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,92,2,1,Research Scientist,3,Divorced,2029.0,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,-1.078837085338499,0,338.1666666666667,0.8333333333333334
40.0,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377.0,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,0.32710146752780256,0,398.5625,0.75
34.0,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,86,3,2,Laboratory Technician,3,Married,5429.0,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7,0.020562887004055078,0,493.54545454545456,0.7272727272727273
31.0,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,2785.0,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,-0.8343822679588018,1,696.25,0.25
35.0,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married,4614.0,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,-0.24296975342511598,1,769.0,0.6666666666666666
38.0,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610.0,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,-0.8909690312411391,0,522.0,0.8
34.0,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687.0,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,0.4273408767708001,0,445.8,0.9333333333333333
28.0,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,Married,4724.0,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,-0.20740093079050395,0,787.3333333333334,0.8333333333333334
31.0,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179.0,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,0.26307758678550086,1,561.7272727272727,0.9090909090909091
39.0,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married,6120.0,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,0.2439997637360271,0,680.0,0.5555555555555556
51.0,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married,10596.0,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,1.6913274920316954,0,706.4,0.26666666666666666
41.0,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,75,3,2,Research Scientist,4,Divorced,5467.0,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,0.03285029845964833,0,420.53846153846155,0.46153846153846156
37.0,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996.0,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,-0.766154799086955,0,332.8888888888889,0.6666666666666666
33.0,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,61,3,2,Sales Executive,4,Married,9998.0,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,1.4979624380726226,0,1110.888888888889,0.5555555555555556
32.0,No,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,Sales Executive,2,Married,4078.0,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,-0.4162869255355892,0,815.6,0.6
39.0,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920.0,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5,1.79609384233728,0,780.0,0.42857142857142855
25.0,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,6232.0,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,0.28021529223672303,0,890.2857142857143,0.42857142857142855
52.0,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,59,4,4,Manufacturing Director,3,Married,13247.0,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2,2.548536117525846,0,529.88,0.2
43.0,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,73,2,2,Research Scientist,3,Single,4081.0,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,-0.41531686673646345,0,194.33333333333334,0.9523809523809523
27.0,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,5769.0,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,0.1305028842383105,0,824.1428571428571,0.8571428571428571
27.0,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,2394.0,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,-0.9608132647781955,1,266.0,0.8888888888888888
26.0,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,3904.0,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1,-0.47255033588488465,0,650.6666666666666,0.6666666666666666
52.0,No,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,3,Female,54,3,1,Laboratory Technician,1,Married,2950.0,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,-0.7810290340068837,0,226.92307692307693,0.38461538461538464
37.0,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629.0,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,-0.5614723924714148,0,403.22222222222223,0.3333333333333333
35.0,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,60,3,3,Manufacturing Director,4,Single,9362.0,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,1.2923099726579568,0,851.0909090909091,0.18181818181818182
25.0,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229.0,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,-0.6908135656881859,0,403.625,0.375
26.0,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578.0,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,-0.5779633920565531,0,397.55555555555554,0.7777777777777778
29.0,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988.0,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,0.848023042658348,0,726.1818181818181,0.9090909090909091
49.0,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284.0,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3,-0.34967622132895215,1,204.0,0.19047619047619047
29.0,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553.0,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,0.7073645167851095,1,755.3,0.8
55.0,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,81,4,4,Research Director,4,Divorced,14732.0,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,3.0287152230931085,0,460.375,0.21875
36.0,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278.0,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,1.2651483262824348,0,579.875,0.3125
31.0,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single,1359.0,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,-1.2954835504765907,1,679.5,0.5
30.0,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779.0,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,-0.18961651947319794,0,531.0,0.3333333333333333
34.0,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996.0,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,-0.766154799086955,0,272.3636363636364,0.36363636363636365
31.0,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,1261.0,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,-1.3271721379146995,1,630.5,0.5
27.0,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married,2099.0,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,-1.0562023800255642,0,299.85714285714283,0.7142857142857143
36.0,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810.0,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,0.14376035449302954,0,528.1818181818181,0.9090909090909091
36.0,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647.0,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,0.09105382640719531,0,470.5833333333333,0.25
47.0,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,Married,3420.0,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2,-0.6290531554771777,0,190.0,0.3333333333333333
25.0,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,4400.0,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,-0.31216728109608854,1,628.5714285714286,0.42857142857142855
37.0,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500.0,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,-0.6031849208338235,0,437.5,0.75
56.0,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,1,Married,2066.0,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,-1.0668730268159479,0,344.3333333333333,0.5
